match_id,inning,over,team1,team2,batting_team,winner,total_runs,player_dismissed,innings_wickets,innings_score,aim,remaining_runs,run_rate,required_run_rate,rr_diff,is_batting_team,target
4,2,4,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,11,0,1,38,163.0,125.0,9.5,7.8125,1.6875,0,0
4,2,5,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,10,0,1,48,163.0,115.0,9.6,7.666666666666667,1.9333333333333327,0,0
4,2,6,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,8,1,2,56,163.0,107.0,9.333333333333334,7.642857142857143,1.6904761904761907,0,0
4,2,7,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,3,0,2,59,163.0,104.0,8.428571428571429,8.0,0.4285714285714288,0,0
4,2,8,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,3,0,2,62,163.0,101.0,7.75,8.416666666666666,-0.6666666666666661,0,0
4,2,9,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,4,0,2,66,163.0,97.0,7.333333333333333,8.818181818181818,-1.4848484848484853,0,0
4,2,10,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,7,0,2,73,163.0,90.0,7.3,9.0,-1.7000000000000002,0,0
4,2,11,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,12,1,3,85,163.0,78.0,7.7272727272727275,8.666666666666666,-0.9393939393939386,0,0
4,2,12,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,3,1,4,88,163.0,75.0,7.333333333333333,9.375,-2.041666666666667,0,0
4,2,13,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,15,0,4,103,163.0,60.0,7.923076923076923,8.571428571428571,-0.6483516483516478,0,0
